case_id,unit_id,source_text,eligible,detected,correct,placed,observed_text,notes
browser_ru,bru004,"Это текущая версия страницы,",1,1,1,1,This is the current version,a11y fast path
browser_ru,bru005,"сохранённая LNTG в 11:40, 16 июня 2026",1,1,1,0,"of the page storec 11:40, June 16, 2026",a11y fast path; BORDERLINE correct; 'stored' clipped by neighbouring card
browser_ru,bru006,(отмена правки 153564235 участника,1,1,0,0,cancel  dit 153564235 Participant,a11y fast path; 'edit' clipped to 'dit'; split cards
browser_ru,bru007,СоколовМихаил (обс.) всё же это не статья,1,1,1,0,СоколовМихаил (об ) still this is not an article,a11y fast path; '(обс.)' partly covered
browser_ru,bru008,Кофейные зёрна),1,1,0,0,Coffee Oil,a11y fast path; wrong: coffee beans
browser_ru,bru009,. Вы просматриваете постоянную ссылку,1,1,1,1,You are viewing the permanent link,a11y fast path
browser_ru,bru010,на эту версию.,1,1,1,1,to this version.,a11y fast path; same card as the previous line
browser_ru,bru011,(разн.) ← Предыдущая версия | Текущая,1,1,0,0,| Current version (different.) |,a11y fast path; 'Previous version' lost and covered
browser_ru,bru012,версия (разн.) | Следующая версия →,1,1,1,1,Next version → (different.),a11y fast path; BORDERLINE correct (different = diff)
browser_ru,bru013,(разн.),1,1,1,1,(different.),a11y fast path; BORDERLINE correct
browser_ru,bru014,"У этого термина существуют и другие значения, см. Кофе",1,1,0,0,,"a11y fast path; hidden under the 'Coffee (values)' card, no translation"
browser_ru,bru015,(значения).,1,1,0,0,Coffee (values),a11y fast path; wrong sense (meanings); card covers the whole hatnote
browser_ru,bru016,"Ко́фе (от араб. قهوة [qahwa/gahfa], через",1,1,0,0,"Coffe (from ırab Coffee ıahwa / gahfa], through",a11y fast path; fragmented link cards
browser_ru,bru017,"нид. koffie, англ. coffee и устар. ко́фий, ко́фей[4]) —",1,0,0,0,,"a11y fast path; line hidden, no translation visible"
browser_ru,bru018,напиток из жареных и перемолотых зёрен,1,1,0,0,) - Drink from fried and ground green,a11y fast path; 'green' for grains
browser_ru,bru019,кофейного дерева или кофейного куста.,1,1,0,0,Coffee tree ... r caffeo kusta.,a11y fast path; second half untranslated
browser_ru,bru020,Кофе (infobox header),1,0,0,0,,a11y fast path; no card
browser_ru,bru021,[icon] search,0,1,0,0,To find,SPURIOUS card on an icon (a11y label)
browser_ru,bru022,[icon] account,0,1,0,0,Custom navigation,SPURIOUS card on an icon (a11y label)
browser_ru,bru023,[icon] language,0,1,0,0,Tongue,SPURIOUS card on an icon; wrong sense of Язык
browser_ru,bru024,[icon] download,0,1,0,0,Download PDF,SPURIOUS card on an icon (a11y label)
browser_ru,bru025,[icon] watch (star),0,1,0,0,Follo[w],SPURIOUS card on an icon (a11y label)
browser_ru,bru026,[icon] edit,0,1,0,0,[E]dit,SPURIOUS card on an icon (a11y label)
